0 -0.9 -0.89 -0.88 -1.03579 -0.116935 -0.415295 
1 -1.03579 -0.9 -0.89 -1.00262 -0.037735 -0.543263 
2 -1.03579 -1.00262 -0.9 -0.997212 0.0283052 -0.643525 
3 -1.03579 -1.00262 -0.997212 -0.999991 0.0283052 -0.736613 
4 -1.00262 -0.999991 -0.997212 -0.999995 0.00183636 -0.699831 
5 -1.00262 -0.999995 -0.999991 -1 0.00183908 -0.702613 
6 -1 -0.999995 -0.999991 -1 -3.67485e-06 -0.699979 
7 -1 -1 -0.999995 -1 -3.30795e-08 -0.697244 
8 -1 -1 -1 -1 4.3129e-08 -2.05157 
9 -1 -1 -1 -1 4.3129e-08 -2.75416 
