0 46.3287
1 28.3657
2 12.7639
3 8.10241
4 4.55503
5 2.5155
6 1.45855
7 0.824014
8 0.466585
9 0.265888
10 0.150795
11 0.0856214
12 0.0486492
13 0.0276201
14 0.0156858
15 0.00890856
16 0.0050589
17 0.00287298
18 0.00163157
19 0.00092656
20 0.000526194
21 0.000298825
22 0.000169702
23 9.63736e-05
24 5.47304e-05
25 3.10813e-05
26 1.7651e-05
27 1.0024e-05
28 5.69262e-06
29 3.23283e-06
30 1.83592e-06
31 1.04262e-06
32 5.921e-07
33 3.36253e-07
34 1.90957e-07
35 1.08444e-07
36 6.15855e-08
37 3.49743e-08
38 1.98619e-08
39 1.12795e-08
40 6.40562e-09
41 3.63774e-09
42 2.06587e-09
43 1.1732e-09
44 6.66261e-10
45 3.78369e-10
46 2.14875e-10
47 1.22027e-10
48 6.92991e-11
49 3.93549e-11
50 2.23496e-11
51 1.26923e-11
52 7.20794e-12
53 4.09338e-12
54 2.32462e-12
55 1.32015e-12
56 7.49711e-13
57 4.2576e-13
58 2.41789e-13
59 1.37311e-13
60 7.79789e-14
61 4.42841e-14
62 2.51489e-14
63 1.4282e-14
64 8.11074e-15
65 4.60608e-15
66 2.61578e-15
67 1.4855e-15
68 8.43614e-16
69 4.79087e-16
70 2.72073e-16
71 1.5451e-16
72 8.77459e-17
73 4.98308e-17
74 2.82988e-17
75 1.60709e-17
76 9.12662e-18
77 5.18299e-18
78 2.94342e-18
79 1.67156e-18
80 9.49277e-19
81 5.39093e-19
82 3.0615e-19
83 1.73862e-19
84 9.87362e-20
85 5.60721e-20
86 3.18433e-20
87 1.80838e-20
88 1.02697e-20
89 5.83217e-21
90 3.31208e-21
91 1.88093e-21
92 1.06818e-21
93 6.06615e-22
94 3.44496e-22
95 1.95639e-22
96 1.11103e-22
97 6.30952e-23
98 3.58317e-23
99 2.03488e-23
