-1.500000 1.895556
-1.450000 2.007914
-1.400000 2.092081
-1.350000 2.155646
-1.300000 2.203546
-1.250000 2.239192
-1.200000 2.265058
-1.150000 2.283009
-1.100000 2.294502
-1.050000 2.300705
-1.000000 2.302585
-0.950000 2.300956
-0.900000 2.296518
-0.850000 2.289884
-0.800000 2.281598
-0.750000 2.272146
-0.700000 2.261964
-0.650000 2.251447
-0.600000 2.240948
-0.550000 2.230785
-0.500000 2.221239
-0.450000 2.212556
-0.400000 2.204946
-0.350000 2.198585
-0.300000 2.193615
-0.250000 2.190147
-0.200000 2.188260
-0.150000 2.188007
-0.100000 2.189415
-0.050000 2.192491
0.000000 2.197225
0.050000 2.203593
0.100000 2.211567
0.150000 2.221112
0.200000 2.232197
0.250000 2.244795
0.300000 2.258887
0.350000 2.274469
0.400000 2.291548
0.450000 2.310152
0.500000 2.330322
0.550000 2.352121
0.600000 2.375627
0.650000 2.400939
0.700000 2.428166
0.750000 2.457433
0.800000 2.488872
0.850000 2.522620
0.900000 2.558814
0.950000 2.597586
