0 77.9863
1 59.4738
2 40.5781
3 22.9062
4 15.2652
5 9.71829
6 6.08541
7 3.90681
8 2.48061
9 1.57458
10 1.00301
11 0.637527
12 0.405361
13 0.257854
14 0.16396
15 0.104269
16 0.0663111
17 0.042169
18 0.0268171
19 0.0170541
20 0.0108454
21 0.00689703
22 0.0043861
23 0.0027893
24 0.00177383
25 0.00112805
26 0.000717373
27 0.000456207
28 0.000290121
29 0.000184499
30 0.000117331
31 7.46154e-05
32 4.7451e-05
33 3.0176e-05
34 1.91901e-05
35 1.22038e-05
36 7.76089e-06
37 4.93547e-06
38 3.13866e-06
39 1.996e-06
40 1.26934e-06
41 8.07225e-07
42 5.13347e-07
43 3.26458e-07
44 2.07608e-07
45 1.32027e-07
46 8.39611e-08
47 5.33943e-08
48 3.39556e-08
49 2.15937e-08
50 1.37323e-08
51 8.73295e-09
52 5.55364e-09
53 3.53179e-09
54 2.24601e-09
55 1.42833e-09
56 9.08331e-10
57 5.77645e-10
58 3.67348e-10
59 2.33611e-10
60 1.48563e-10
61 9.44773e-11
62 6.0082e-11
63 3.82086e-11
64 2.42984e-11
65 1.54523e-11
66 9.82677e-12
67 6.24924e-12
68 3.97415e-12
69 2.52732e-12
70 1.60723e-12
71 1.0221e-12
72 6.49996e-13
73 4.13359e-13
74 2.62872e-13
75 1.67171e-13
76 1.06311e-13
77 6.76073e-14
78 4.29942e-14
79 2.73418e-14
80 1.73878e-14
81 1.10576e-14
82 7.03197e-15
83 4.47191e-15
84 2.84387e-15
85 1.80853e-15
86 1.15012e-15
87 7.31408e-16
88 4.65132e-16
89 2.95797e-16
90 1.88109e-16
91 1.19626e-16
92 7.60752e-17
93 4.83793e-17
94 3.07664e-17
95 1.95656e-17
96 1.24426e-17
97 7.91273e-18
98 5.03203e-18
99 3.20007e-18
