0 1.5 1.51 1.52 1.20797 46.3287 77.9863 
1 1.20797 1.5 1.51 1.11551 28.3657 59.4738 
2 1.11551 1.20797 1.5 1.00446 12.7639 40.5781 
3 1.00446 1.11551 1.20797 0.883128 8.10241 22.9062 
4 0.883128 1.00446 1.11551 0.7946 4.55503 15.2652 
5 0.7946 0.883128 1.00446 0.709443 2.5155 9.71829 
6 0.709443 0.7946 0.883128 0.632181 1.45855 6.08541 
7 0.632181 0.709443 0.7946 0.565353 0.824014 3.90681 
8 0.565353 0.632181 0.709443 0.504721 0.466585 2.48061 
9 0.504721 0.565353 0.632181 0.450606 0.265888 1.57458 
10 0.450606 0.504721 0.565353 0.402493 0.150795 1.00301 
11 0.402493 0.450606 0.504721 0.359398 0.0856214 0.637527 
12 0.359398 0.402493 0.450606 0.320938 0.0486492 0.405361 
13 0.320938 0.359398 0.402493 0.28661 0.0276201 0.257854 
14 0.28661 0.320938 0.359398 0.25594 0.0156858 0.16396 
15 0.25594 0.28661 0.320938 0.228556 0.00890856 0.104269 
16 0.228556 0.25594 0.28661 0.204103 0.0050589 0.0663111 
17 0.204103 0.228556 0.25594 0.182264 0.00287298 0.042169 
18 0.182264 0.204103 0.228556 0.162763 0.00163157 0.0268171 
19 0.162763 0.182264 0.204103 0.145348 0.00092656 0.0170541 
20 0.145348 0.162763 0.182264 0.129797 0.000526194 0.0108454 
21 0.129797 0.145348 0.162763 0.115909 0.000298825 0.00689703 
22 0.115909 0.129797 0.145348 0.103508 0.000169702 0.0043861 
23 0.103508 0.115909 0.129797 0.0924329 9.63736e-05 0.0027893 
24 0.0924329 0.103508 0.115909 0.0825431 5.47304e-05 0.00177383 
25 0.0825431 0.0924329 0.103508 0.0737115 3.10813e-05 0.00112805 
26 0.0737115 0.0825431 0.0924329 0.0658248 1.7651e-05 0.000717373 
27 0.0658248 0.0737115 0.0825431 0.0587819 1.0024e-05 0.000456207 
28 0.0587819 0.0658248 0.0737115 0.0524925 5.69262e-06 0.000290121 
29 0.0524925 0.0587819 0.0658248 0.0468761 3.23283e-06 0.000184499 
30 0.0468761 0.0524925 0.0587819 0.0418606 1.83592e-06 0.000117331 
31 0.0418606 0.0468761 0.0524925 0.0373818 1.04262e-06 7.46154e-05 
32 0.0373818 0.0418606 0.0468761 0.0333821 5.921e-07 4.7451e-05 
33 0.0333821 0.0373818 0.0418606 0.0298104 3.36253e-07 3.0176e-05 
34 0.0298104 0.0333821 0.0373818 0.0266209 1.90957e-07 1.91901e-05 
35 0.0266209 0.0298104 0.0333821 0.0237726 1.08444e-07 1.22038e-05 
36 0.0237726 0.0266209 0.0298104 0.0212291 6.15855e-08 7.76089e-06 
37 0.0212291 0.0237726 0.0266209 0.0189577 3.49743e-08 4.93547e-06 
38 0.0189577 0.0212291 0.0237726 0.0169293 1.98619e-08 3.13866e-06 
39 0.0169293 0.0189577 0.0212291 0.015118 1.12795e-08 1.996e-06 
40 0.015118 0.0169293 0.0189577 0.0135004 6.40562e-09 1.26934e-06 
41 0.0135004 0.015118 0.0169293 0.012056 3.63774e-09 8.07225e-07 
42 0.012056 0.0135004 0.015118 0.010766 2.06587e-09 5.13347e-07 
43 0.010766 0.012056 0.0135004 0.00961413 1.1732e-09 3.26458e-07 
44 0.00961413 0.010766 0.012056 0.00858547 6.66261e-10 2.07608e-07 
45 0.00858547 0.00961413 0.010766 0.00766687 3.78369e-10 1.32027e-07 
46 0.00766687 0.00858547 0.00961413 0.00684656 2.14875e-10 8.39611e-08 
47 0.00684656 0.00766687 0.00858547 0.00611402 1.22027e-10 5.33943e-08 
48 0.00611402 0.00684656 0.00766687 0.00545985 6.92991e-11 3.39556e-08 
49 0.00545985 0.00611402 0.00684656 0.00487568 3.93549e-11 2.15937e-08 
50 0.00487568 0.00545985 0.00611402 0.00435401 2.23496e-11 1.37323e-08 
51 0.00435401 0.00487568 0.00545985 0.00388815 1.26923e-11 8.73295e-09 
52 0.00388815 0.00435401 0.00487568 0.00347214 7.20794e-12 5.55364e-09 
53 0.00347214 0.00388815 0.00435401 0.00310064 4.09338e-12 3.53179e-09 
54 0.00310064 0.00347214 0.00388815 0.00276889 2.32462e-12 2.24601e-09 
55 0.00276889 0.00310064 0.00347214 0.00247263 1.32015e-12 1.42833e-09 
56 0.00247263 0.00276889 0.00310064 0.00220808 7.49711e-13 9.08331e-10 
57 0.00220808 0.00247263 0.00276889 0.00197182 4.2576e-13 5.77645e-10 
58 0.00197182 0.00220808 0.00247263 0.00176085 2.41789e-13 3.67348e-10 
59 0.00176085 0.00197182 0.00220808 0.00157245 1.37311e-13 2.33611e-10 
60 0.00157245 0.00176085 0.00197182 0.00140421 7.79789e-14 1.48563e-10 
61 0.00140421 0.00157245 0.00176085 0.00125396 4.42841e-14 9.44773e-11 
62 0.00125396 0.00140421 0.00157245 0.0011198 2.51489e-14 6.0082e-11 
63 0.0011198 0.00125396 0.00140421 0.000999984 1.4282e-14 3.82086e-11 
64 0.000999984 0.0011198 0.00125396 0.000892992 8.11074e-15 2.42984e-11 
65 0.000892992 0.000999984 0.0011198 0.000797446 4.60608e-15 1.54523e-11 
66 0.000797446 0.000892992 0.000999984 0.000712124 2.61578e-15 9.82677e-12 
67 0.000712124 0.000797446 0.000892992 0.000635931 1.4855e-15 6.24924e-12 
68 0.000635931 0.000712124 0.000797446 0.00056789 8.43614e-16 3.97415e-12 
69 0.00056789 0.000635931 0.000712124 0.000507129 4.79087e-16 2.52732e-12 
70 0.000507129 0.00056789 0.000635931 0.000452869 2.72073e-16 1.60723e-12 
71 0.000452869 0.000507129 0.00056789 0.000404414 1.5451e-16 1.0221e-12 
72 0.000404414 0.000452869 0.000507129 0.000361144 8.77459e-17 6.49996e-13 
73 0.000361144 0.000404414 0.000452869 0.000322504 4.98308e-17 4.13359e-13 
74 0.000322504 0.000361144 0.000404414 0.000287998 2.82988e-17 2.62872e-13 
75 0.000287998 0.000322504 0.000361144 0.000257183 1.60709e-17 1.67171e-13 
76 0.000257183 0.000287998 0.000322504 0.000229666 9.12662e-18 1.06311e-13 
77 0.000229666 0.000257183 0.000287998 0.000205093 5.18299e-18 6.76073e-14 
78 0.000205093 0.000229666 0.000257183 0.000183149 2.94342e-18 4.29942e-14 
79 0.000183149 0.000205093 0.000229666 0.000163553 1.67156e-18 2.73418e-14 
80 0.000163553 0.000183149 0.000205093 0.000146054 9.49277e-19 1.73878e-14 
81 0.000146054 0.000163553 0.000183149 0.000130427 5.39093e-19 1.10576e-14 
82 0.000130427 0.000146054 0.000163553 0.000116472 3.0615e-19 7.03197e-15 
83 0.000116472 0.000130427 0.000146054 0.00010401 1.73862e-19 4.47191e-15 
84 0.00010401 0.000116472 0.000130427 9.28818e-05 9.87362e-20 2.84387e-15 
85 9.28818e-05 0.00010401 0.000116472 8.29439e-05 5.60721e-20 1.80853e-15 
