86 8.29439e-05 9.28818e-05 0.00010401 7.40694e-05 3.18433e-20 1.15012e-15 
87 7.40694e-05 8.29439e-05 9.28818e-05 6.61444e-05 1.80838e-20 7.31408e-16 
88 6.61444e-05 7.40694e-05 8.29439e-05 5.90673e-05 1.02697e-20 4.65132e-16 
89 5.90673e-05 6.61444e-05 7.40694e-05 5.27474e-05 5.83217e-21 2.95797e-16 
90 5.27474e-05 5.90673e-05 6.61444e-05 4.71037e-05 3.31208e-21 1.88109e-16 
91 4.71037e-05 5.27474e-05 5.90673e-05 4.20639e-05 1.88093e-21 1.19626e-16 
92 4.20639e-05 4.71037e-05 5.27474e-05 3.75633e-05 1.06818e-21 7.60752e-17 
93 3.75633e-05 4.20639e-05 4.71037e-05 3.35442e-05 6.06615e-22 4.83793e-17 
94 3.35442e-05 3.75633e-05 4.20639e-05 2.99552e-05 3.44496e-22 3.07664e-17 
95 2.99552e-05 3.35442e-05 3.75633e-05 2.67502e-05 1.95639e-22 1.95656e-17 
96 2.67502e-05 2.99552e-05 3.35442e-05 2.3888e-05 1.11103e-22 1.24426e-17 
97 2.3888e-05 2.67502e-05 2.99552e-05 2.13321e-05 6.30952e-23 7.91273e-18 
98 2.13321e-05 2.3888e-05 2.67502e-05 1.90497e-05 3.58317e-23 5.03203e-18 
99 1.90497e-05 2.13321e-05 2.3888e-05 1.70115e-05 2.03488e-23 3.20007e-18 
