-5.000000 0.283662 -5.000000 -3.054054
-4.900000 0.186512 -4.900000 -3.000555
-4.800000 0.087499 -4.800000 -2.945205
-4.700000 -0.012389 -4.700000 -2.887944
-4.600000 -0.112153 -4.600000 -2.828709
-4.500000 -0.210796 -4.500000 -2.767442
-4.400000 -0.307333 -4.400000 -2.704082
-4.300000 -0.400799 -4.300000 -2.638570
-4.200000 -0.490261 -4.200000 -2.570850
-4.100000 -0.574824 -4.100000 -2.500868
-4.000000 -0.653644 -4.000000 -2.428571
-3.900000 -0.725932 -3.900000 -2.353914
-3.800000 -0.790968 -3.800000 -2.276853
-3.700000 -0.848100 -3.700000 -2.197353
-3.600000 -0.896758 -3.600000 -2.115385
-3.500000 -0.936457 -3.500000 -2.030928
-3.400000 -0.966798 -3.400000 -1.943973
-3.300000 -0.987480 -3.300000 -1.854522
-3.200000 -0.998295 -3.200000 -1.762590
-3.100000 -0.999135 -3.100000 -1.668209
-3.000000 -0.989992 -3.000000 -1.571429
-2.900000 -0.970958 -2.900000 -1.472317
-2.800000 -0.942222 -2.800000 -1.370968
-2.700000 -0.904072 -2.700000 -1.267496
-2.600000 -0.856889 -2.600000 -1.162047
-2.500000 -0.801144 -2.500000 -1.054795
-2.400000 -0.737394 -2.400000 -0.945946
-2.300000 -0.666276 -2.300000 -0.835743
-2.200000 -0.588501 -2.200000 -0.724466
-2.100000 -0.504846 -2.100000 -0.612431
-2.000000 -0.416147 -2.000000 -0.500000
-1.900000 -0.323290 -1.900000 -0.387572
-1.800000 -0.227202 -1.800000 -0.275591
-1.700000 -0.128844 -1.700000 -0.164540
-1.600000 -0.029200 -1.600000 -0.054945
-1.500000 0.070737 -1.500000 0.052632
-1.400000 0.169967 -1.400000 0.157593
-1.300000 0.267499 -1.300000 0.259313
-1.200000 0.362358 -1.200000 0.357143
-1.100000 0.453596 -1.100000 0.450416
-1.000000 0.540302 -1.000000 0.538462
-0.900000 0.621610 -0.900000 0.620609
-0.800000 0.696707 -0.800000 0.696203
-0.700000 0.764842 -0.700000 0.764612
-0.600000 0.825336 -0.600000 0.825243
-0.500000 0.877583 -0.500000 0.877551
-0.400000 0.921061 -0.400000 0.921053
-0.300000 0.955336 -0.300000 0.955335
-0.200000 0.980067 -0.200000 0.980066
-0.100000 0.995004 -0.100000 0.995004
-0.000000 1.000000 -0.000000 1.000000
0.100000 0.995004 0.100000 0.995004
0.200000 0.980067 0.200000 0.980066
0.300000 0.955336 0.300000 0.955335
0.400000 0.921061 0.400000 0.921053
0.500000 0.877583 0.500000 0.877551
0.600000 0.825336 0.600000 0.825243
0.700000 0.764842 0.700000 0.764612
0.800000 0.696707 0.800000 0.696203
0.900000 0.621610 0.900000 0.620609
1.000000 0.540302 1.000000 0.538462
1.100000 0.453596 1.100000 0.450416
1.200000 0.362358 1.200000 0.357143
1.300000 0.267499 1.300000 0.259313
1.400000 0.169967 1.400000 0.157593
1.500000 0.070737 1.500000 0.052632
1.600000 -0.029200 1.600000 -0.054945
1.700000 -0.128844 1.700000 -0.164540
1.800000 -0.227202 1.800000 -0.275591
1.900000 -0.323290 1.900000 -0.387572
2.000000 -0.416147 2.000000 -0.500000
2.100000 -0.504846 2.100000 -0.612431
2.200000 -0.588501 2.200000 -0.724466
2.300000 -0.666276 2.300000 -0.835743
2.400000 -0.737394 2.400000 -0.945946
2.500000 -0.801144 2.500000 -1.054795
2.600000 -0.856889 2.600000 -1.162047
2.700000 -0.904072 2.700000 -1.267496
2.800000 -0.942222 2.800000 -1.370968
2.900000 -0.970958 2.900000 -1.472317
3.000000 -0.989992 3.000000 -1.571429
3.100000 -0.999135 3.100000 -1.668209
3.200000 -0.998295 3.200000 -1.762590
3.300000 -0.987480 3.300000 -1.854522
3.400000 -0.966798 3.400000 -1.943973
3.500000 -0.936457 3.500000 -2.030928
3.600000 -0.896758 3.600000 -2.115385
3.700000 -0.848100 3.700000 -2.197353
3.800000 -0.790968 3.800000 -2.276853
3.900000 -0.725932 3.900000 -2.353914
4.000000 -0.653644 4.000000 -2.428571
4.100000 -0.574824 4.100000 -2.500868
4.200000 -0.490261 4.200000 -2.570850
4.300000 -0.400799 4.300000 -2.638570
4.400000 -0.307333 4.400000 -2.704082
4.500000 -0.210796 4.500000 -2.767442
4.600000 -0.112153 4.600000 -2.828709
4.700000 -0.012389 4.700000 -2.887944
4.800000 0.087499 4.800000 -2.945205
4.900000 0.186512 4.900000 -3.000555
5.000000 0.283662 5.000000 -3.054054
