71 0.0900169  0.0775701  -0.0231727  0.0975386  -0.060879  0.0450775 
72 0.0906777  0.0755721  -0.0276948  0.0986533  -0.0545242  0.0532121 
73 0.0913163  0.0735002  -0.0321561  0.0993826  -0.0478366  0.060879 
74 0.0919325  0.0713565  -0.0365468  0.0997235  -0.040857  0.068011 
75 0.0925263  0.0691431  -0.040857  0.0996748  -0.033628  0.0745452 
76 0.0930976  0.0668622  -0.0450775  0.0992366  -0.0261937  0.0804244 
77 0.093646  0.0645159  -0.0491988  0.0984106  -0.0185996  0.0855968 
78 0.0941716  0.0621066  -0.0532121  0.0972002  -0.0108919  0.0900169 
79 0.0946742  0.0596366  -0.0571083  0.0956099  -0.00311767  0.093646 
80 0.0951537  0.0571083  -0.060879  0.093646  0.00467555  0.0964521 
81 0.0956099  0.0545242  -0.0645159  0.0913163  0.0124402  0.0984106 
82 0.0960427  0.0518869  -0.068011  0.0886297  0.020129  0.0995043 
83 0.0964521  0.0491988  -0.0713565  0.0855968  0.0276948  0.0997235 
84 0.096838  0.0464627  -0.0745452  0.0822294  0.0350917  0.0990664 
85 0.0972002  0.0436812  -0.0775701  0.0785408  0.0422743  0.0975386 
86 0.0975386  0.040857  -0.0804244  0.0745452  0.0491988  0.0951537 
87 0.0978532  0.0379929  -0.0831019  0.0702584  0.0558231  0.0919325 
88 0.0981439  0.0350917  -0.0855968  0.0656971  0.0621066  0.0879035 
89 0.0984106  0.0321561  -0.0879035  0.060879  0.068011  0.0831019 
90 0.0986533  0.0291892  -0.0900169  0.0558231  0.0735002  0.0775701 
91 0.0988719  0.0261937  -0.0919325  0.050549  0.0785408  0.0713565 
92 0.0990664  0.0231727  -0.093646  0.0450775  0.0831019  0.0645159 
93 0.0992366  0.020129  -0.0951537  0.0394298  0.0871558  0.0571083 
94 0.0993826  0.0170656  -0.0964521  0.033628  0.0906777  0.0491988 
95 0.0995043  0.0139856  -0.0975386  0.0276948  0.093646  0.040857 
96 0.0996017  0.0108919  -0.0984106  0.0216535  0.0960427  0.0321561 
97 0.0996748  0.00778751  -0.0990664  0.0155275  0.0978532  0.0231727 
98 0.0997235  0.00467555  -0.0995043  0.00934083  0.0990664  0.0139856 
99 0.0997479  0.00155903  -0.0997235  0.00311767  0.0996748  0.00467555 
100 0.0997479  -0.00155903  -0.0997235  -0.00311767  0.0996748  -0.00467555 
101 0.0997235  -0.00467555  -0.0995043  -0.00934083  0.0990664  -0.0139856 
102 0.0996748  -0.00778751  -0.0990664  -0.0155275  0.0978532  -0.0231727 
103 0.0996017  -0.0108919  -0.0984106  -0.0216535  0.0960427  -0.0321561 
104 0.0995043  -0.0139856  -0.0975386  -0.0276948  0.093646  -0.040857 
105 0.0993826  -0.0170656  -0.0964521  -0.033628  0.0906777  -0.0491988 
106 0.0992366  -0.020129  -0.0951537  -0.0394298  0.0871558  -0.0571083 
107 0.0990664  -0.0231727  -0.093646  -0.0450775  0.0831019  -0.0645159 
108 0.0988719  -0.0261937  -0.0919325  -0.050549  0.0785408  -0.0713565 
109 0.0986533  -0.0291892  -0.0900169  -0.0558231  0.0735002  -0.0775701 
110 0.0984106  -0.0321561  -0.0879035  -0.060879  0.068011  -0.0831019 
111 0.0981439  -0.0350917  -0.0855968  -0.0656971  0.0621066  -0.0879035 
112 0.0978532  -0.0379929  -0.0831019  -0.0702584  0.0558231  -0.0919325 
113 0.0975386  -0.040857  -0.0804244  -0.0745452  0.0491988  -0.0951537 
114 0.0972002  -0.0436812  -0.0775701  -0.0785408  0.0422743  -0.0975386 
115 0.096838  -0.0464627  -0.0745452  -0.0822294  0.0350917  -0.0990664 
116 0.0964521  -0.0491988  -0.0713565  -0.0855968  0.0276948  -0.0997235 
117 0.0960427  -0.0518869  -0.068011  -0.0886297  0.020129  -0.0995043 
118 0.0956099  -0.0545242  -0.0645159  -0.0913163  0.0124402  -0.0984106 
119 0.0951537  -0.0571083  -0.060879  -0.093646  0.00467555  -0.0964521 
120 0.0946742  -0.0596366  -0.0571083  -0.0956099  -0.00311767  -0.093646 
121 0.0941716  -0.0621066  -0.0532121  -0.0972002  -0.0108919  -0.0900169 
122 0.093646  -0.0645159  -0.0491988  -0.0984106  -0.0185996  -0.0855968 
123 0.0930976  -0.0668622  -0.0450775  -0.0992366  -0.0261937  -0.0804244 
124 0.0925263  -0.0691431  -0.040857  -0.0996748  -0.033628  -0.0745452 
125 0.0919325  -0.0713565  -0.0365468  -0.0997235  -0.040857  -0.068011 
126 0.0913163  -0.0735002  -0.0321561  -0.0993826  -0.0478366  -0.060879 
127 0.0906777  -0.0755721  -0.0276948  -0.0986533  -0.0545242  -0.0532121 
128 0.0900169  -0.0775701  -0.0231727  -0.0975386  -0.060879  -0.0450775 
129 0.0893342  -0.0794923  -0.0185996  -0.0960427  -0.0668622  -0.0365468 
130 0.0886297  -0.0813368  -0.0139856  -0.0941716  -0.0724372  -0.0276948 
131 0.0879035  -0.0831019  -0.00934083  -0.0919325  -0.0775701  -0.0185996 
132 0.0871558  -0.0847858  -0.00467555  -0.0893342  -0.0822294  -0.00934083 
133 0.0863868  -0.0863868  1.0187e-14  -0.0863868  -0.0863868  -2.08841e-14 
134 0.0855968  -0.0879035  0.00467555  -0.0831019  -0.0900169  0.00934083 
135 0.0847858  -0.0893342  0.00934083  -0.0794923  -0.0930976  0.0185996 
136 0.0839541  -0.0906777  0.0139856  -0.0755721  -0.0956099  0.0276948 
137 0.0831019  -0.0919325  0.0185996  -0.0713565  -0.0975386  0.0365468 
138 0.0822294  -0.0930976  0.0231727  -0.0668622  -0.0988719  0.0450775 
139 0.0813368  -0.0941716  0.0276948  -0.0621066  -0.0996017  0.0532121 
140 0.0804244  -0.0951537  0.0321561  -0.0571083  -0.0997235  0.060879 
141 0.0794923  -0.0960427  0.0365468  -0.0518869  -0.0992366  0.068011 
142 0.0785408  -0.096838  0.040857  -0.0464627  -0.0981439  0.0745452 
143 0.0775701  -0.0975386  0.0450775  -0.040857  -0.0964521  0.0804244 
144 0.0765804  -0.0981439  0.0491988  -0.0350917  -0.0941716  0.0855968 
145 0.0755721  -0.0986533  0.0532121  -0.0291892  -0.0913163  0.0900169 
146 0.0745452  -0.0990664  0.0571083  -0.0231727  -0.0879035  0.093646 
147 0.0735002  -0.0993826  0.060879  -0.0170656  -0.0839541  0.0964521 
148 0.0724372  -0.0996017  0.0645159  -0.0108919  -0.0794923  0.0984106 
149 0.0713565  -0.0997235  0.068011  -0.00467555  -0.0745452  0.0995043 
150 0.0702584  -0.0997479  0.0713565  0.00155903  -0.0691431  0.0997235 
151 0.0691431  -0.0996748  0.0745452  0.00778751  -0.063319  0.0990664 
152 0.068011  -0.0995043  0.0775701  0.0139856  -0.0571083  0.0975386 
153 0.0668622  -0.0992366  0.0804244  0.020129  -0.050549  0.0951537 
154 0.0656971  -0.0988719  0.0831019  0.0261937  -0.0436812  0.0919325 
155 0.0645159  -0.0984106  0.0855968  0.0321561  -0.0365468  0.0879035 
156 0.063319  -0.0978532  0.0879035  0.0379929  -0.0291892  0.0831019 
157 0.0621066  -0.0972002  0.0900169  0.0436812  -0.0216535  0.0775701 
158 0.060879  -0.0964521  0.0919325  0.0491988  -0.0139856  0.0713565 
159 0.0596366  -0.0956099  0.093646  0.0545242  -0.00623229  0.0645159 
160 0.0583796  -0.0946742  0.0951537  0.0596366  0.00155903  0.0571083 
161 0.0571083  -0.093646  0.0964521  0.0645159  0.00934083  0.0491988 
162 0.0558231  -0.0925263  0.0975386  0.0691431  0.0170656  0.040857 
163 0.0545242  -0.0913163  0.0984106  0.0735002  0.0246862  0.0321561 
164 0.0532121  -0.0900169  0.0990664  0.0775701  0.0321561  0.0231727 
165 0.0518869  -0.0886297  0.0995043  0.0813368  0.0394298  0.0139856 
166 0.050549  -0.0871558  0.0997235  0.0847858  0.0464627  0.00467555 
167 0.0491988  -0.0855968  0.0997235  0.0879035  0.0532121  -0.00467555 
168 0.0478366  -0.0839541  0.0995043  0.0906777  0.0596366  -0.0139856 
169 0.0464627  -0.0822294  0.0990664  0.0930976  0.0656971  -0.0231727 
170 0.0450775  -0.0804244  0.0984106  0.0951537  0.0713565  -0.0321561 
171 0.0436812  -0.0785408  0.0975386  0.096838  0.0765804  -0.040857 
172 0.0422743  -0.0765804  0.0964521  0.0981439  0.0813368  -0.0491988 
173 0.040857  -0.0745452  0.0951537  0.0990664  0.0855968  -0.0571083 
174 0.0394298  -0.0724372  0.093646  0.0996017  0.0893342  -0.0645159 
175 0.0379929  -0.0702584  0.0919325  0.0997479  0.0925263  -0.0713565 
176 0.0365468  -0.068011  0.0900169  0.0995043  0.0951537  -0.0775701 
177 0.0350917  -0.0656971  0.0879035  0.0988719  0.0972002  -0.0831019 
178 0.033628  -0.063319  0.0855968  0.0978532  0.0986533  -0.0879035 
179 0.0321561  -0.060879  0.0831019  0.0964521  0.0995043  -0.0919325 
180 0.0306764  -0.0583796  0.0804244  0.0946742  0.0997479  -0.0951537 
181 0.0291892  -0.0558231  0.0775701  0.0925263  0.0993826  -0.0975386 
182 0.0276948  -0.0532121  0.0745452  0.0900169  0.0984106  -0.0990664 
183 0.0261937  -0.050549  0.0713565  0.0871558  0.096838  -0.0997235 
184 0.0246862  -0.0478366  0.068011  0.0839541  0.0946742  -0.0995043 
185 0.0231727  -0.0450775  0.0645159  0.0804244  0.0919325  -0.0984106 
186 0.0216535  -0.0422743  0.060879  0.0765804  0.0886297  -0.0964521 
187 0.020129  -0.0394298  0.0571083  0.0724372  0.0847858  -0.093646 
188 0.0185996  -0.0365468  0.0532121  0.068011  0.0804244  -0.0900169 
189 0.0170656  -0.033628  0.0491988  0.063319  0.0755721  -0.0855968 
190 0.0155275  -0.0306764  0.0450775  0.0583796  0.0702584  -0.0804244 
191 0.0139856  -0.0276948  0.040857  0.0532121  0.0645159  -0.0745452 
192 0.0124402  -0.0246862  0.0365468  0.0478366  0.0583796  -0.068011 
193 0.0108919  -0.0216535  0.0321561  0.0422743  0.0518869  -0.060879 
194 0.00934083  -0.0185996  0.0276948  0.0365468  0.0450775  -0.0532121 
195 0.00778751  -0.0155275  0.0231727  0.0306764  0.0379929  -0.0450775 
196 0.00623229  -0.0124402  0.0185996  0.0246862  0.0306764  -0.0365468 
197 0.00467555  -0.00934083  0.0139856  0.0185996  0.0231727  -0.0276948 
198 0.00311767  -0.00623229  0.00934083  0.0124402  0.0155275  -0.0185996 
199 0.00155903  -0.00311767  0.00467555  0.00623229  0.00778751  -0.00934083 
