-10.0000 -10.0000 4 1 -10.0000 -10.0000
-10.0000 -10.0000 4 2 -7.2869 -7.6060
-10.0000 -10.0000 4 3 -5.2630 -5.8348
-10.0000 -10.0000 4 4 -3.7579 -4.5468
-10.0000 -10.0000 4 5 -2.6436 -3.6499
-10.0000 -10.0000 4 6 -1.8256 -3.0964
-10.0000 -10.0000 4 7 -1.2551 -2.8808
-10.0000 -10.0000 4 8 -0.9941 -2.9541
-10.0000 -10.0000 4 9 -0.9996 -3.0013
-10.0000 -10.0000 4 10 -1.0000 -3.0000
-10.0000 -10.0000 4 11 -1.0000 -3.0000
-10.0000 -10.0000 4 12 -1.0000 -3.0000
-10.0000 -10.0000 4 13 -1.0000 -3.0000
-10.0000 -10.0000 4 14 -1.0000 -3.0000
-10.0000 -10.0000 4 15 -1.0000 -3.0000
-10.0000 -10.0000 4 16 -1.0000 -3.0000
-10.0000 -10.0000 4 17 -1.0000 -3.0000
-10.0000 -10.0000 4 18 -1.0000 -3.0000
-10.0000 -10.0000 4 19 -1.0000 -3.0000
-10.0000 -10.0000 4 20 -1.0000 -3.0000

-10.0000 -10.0000 3 1 -10.0000 -10.0000
-10.0000 -10.0000 3 2 -6.1332 -6.3850
-10.0000 -10.0000 3 3 -3.5684 -3.9474
-10.0000 -10.0000 3 4 -1.8808 -2.2838
-10.0000 -10.0000 3 5 -0.7932 -1.1236
-10.0000 -10.0000 3 6 -0.1299 -0.2897
-10.0000 -10.0000 3 7 0.2232 0.3250
-10.0000 -10.0000 3 8 0.3581 0.7994
-10.0000 -10.0000 3 9 0.1926 1.3871
-10.0000 -10.0000 3 10 0.2224 1.0104
-10.0000 -10.0000 3 11 -0.1128 0.9772
-10.0000 -10.0000 3 12 -0.0122 0.9948
-10.0000 -10.0000 3 13 -0.0001 0.9998
-10.0000 -10.0000 3 14 0.0000 1.0000
-10.0000 -10.0000 3 15 0.0000 1.0000
-10.0000 -10.0000 3 16 0.0000 1.0000
-10.0000 -10.0000 3 17 0.0000 1.0000
-10.0000 -10.0000 3 18 0.0000 1.0000
-10.0000 -10.0000 3 19 0.0000 1.0000
-10.0000 -10.0000 3 20 0.0000 1.0000

-10.0000 -10.0000 2 1 -10.0000 -10.0000
-10.0000 -10.0000 2 2 -3.7674 -4.6754
-10.0000 -10.0000 2 3 -0.6698 -1.9382
-10.0000 -10.0000 2 4 0.8312 -0.4180
-10.0000 -10.0000 2 5 1.3954 0.6391
-10.0000 -10.0000 2 6 0.9724 1.1257
-10.0000 -10.0000 2 7 1.0034 1.0037
-10.0000 -10.0000 2 8 1.0000 1.0000
-10.0000 -10.0000 2 9 1.0000 1.0000
-10.0000 -10.0000 2 10 1.0000 1.0000
-10.0000 -10.0000 2 11 1.0000 1.0000
-10.0000 -10.0000 2 12 1.0000 1.0000
-10.0000 -10.0000 2 13 1.0000 1.0000
-10.0000 -10.0000 2 14 1.0000 1.0000
-10.0000 -10.0000 2 15 1.0000 1.0000
-10.0000 -10.0000 2 16 1.0000 1.0000
-10.0000 -10.0000 2 17 1.0000 1.0000
-10.0000 -10.0000 2 18 1.0000 1.0000
-10.0000 -10.0000 2 19 1.0000 1.0000
-10.0000 -10.0000 2 20 1.0000 1.0000

-10.0000 -10.0000 1 1 -10.0000 -10.0000
-10.0000 -10.0000 1 2 4.0000 0.0000
-10.0000 -10.0000 1 3 4.0000 0.0000
-10.0000 -10.0000 1 4 4.0000 0.0000
-10.0000 -10.0000 1 5 4.0000 0.0000
-10.0000 -10.0000 1 6 4.0000 0.0000
-10.0000 -10.0000 1 7 4.0000 0.0000
-10.0000 -10.0000 1 8 4.0000 0.0000
-10.0000 -10.0000 1 9 4.0000 0.0000
-10.0000 -10.0000 1 10 4.0000 0.0000
-10.0000 -10.0000 1 11 4.0000 0.0000
-10.0000 -10.0000 1 12 4.0000 0.0000
-10.0000 -10.0000 1 13 4.0000 0.0000
-10.0000 -10.0000 1 14 4.0000 0.0000
-10.0000 -10.0000 1 15 4.0000 0.0000
-10.0000 -10.0000 1 16 4.0000 0.0000
-10.0000 -10.0000 1 17 4.0000 0.0000
-10.0000 -10.0000 1 18 4.0000 0.0000
-10.0000 -10.0000 1 19 4.0000 0.0000
-10.0000 -10.0000 1 20 4.0000 0.0000

