0.0000 0.0000 4 1 0.0000 0.0000
0.0000 0.0000 4 2 0.3490 0.6443
0.0000 0.0000 4 3 0.3346 1.2024
0.0000 0.0000 4 4 0.1954 0.7553
0.0000 0.0000 4 5 0.0978 1.1216
0.0000 0.0000 4 6 0.0236 0.9751
0.0000 0.0000 4 7 -0.0002 1.0015
0.0000 0.0000 4 8 0.0000 1.0000
0.0000 0.0000 4 9 -0.0000 1.0000
0.0000 0.0000 4 10 -0.0000 1.0000
0.0000 0.0000 4 11 0.0000 1.0000
0.0000 0.0000 4 12 -0.0000 1.0000
0.0000 0.0000 4 13 -0.0000 1.0000
0.0000 0.0000 4 14 -0.0000 1.0000
0.0000 0.0000 4 15 -0.0000 1.0000
0.0000 0.0000 4 16 -0.0000 1.0000
0.0000 0.0000 4 17 -0.0000 1.0000
0.0000 0.0000 4 18 -0.0000 1.0000
0.0000 0.0000 4 19 -0.0000 1.0000
0.0000 0.0000 4 20 -0.0000 1.0000

0.0000 0.0000 3 1 0.0000 0.0000
0.0000 0.0000 3 2 1.4054 0.4324
0.0000 0.0000 3 3 0.9010 1.2024
0.0000 0.0000 3 4 0.9940 1.0159
0.0000 0.0000 3 5 1.0000 1.0001
0.0000 0.0000 3 6 1.0000 1.0000
0.0000 0.0000 3 7 1.0000 1.0000
0.0000 0.0000 3 8 1.0000 1.0000
0.0000 0.0000 3 9 1.0000 1.0000
0.0000 0.0000 3 10 1.0000 1.0000
0.0000 0.0000 3 11 1.0000 1.0000
0.0000 0.0000 3 12 1.0000 1.0000
0.0000 0.0000 3 13 1.0000 1.0000
0.0000 0.0000 3 14 1.0000 1.0000
0.0000 0.0000 3 15 1.0000 1.0000
0.0000 0.0000 3 16 1.0000 1.0000
0.0000 0.0000 3 17 1.0000 1.0000
0.0000 0.0000 3 18 1.0000 1.0000
0.0000 0.0000 3 19 1.0000 1.0000
0.0000 0.0000 3 20 1.0000 1.0000

0.0000 0.0000 2 1 0.0000 0.0000
0.0000 0.0000 2 2 1.3333 -2.6667
0.0000 0.0000 2 3 -1.9733 -0.8533
0.0000 0.0000 2 4 -0.5989 -2.3238
0.0000 0.0000 2 5 -0.9828 -3.1360
0.0000 0.0000 2 6 -0.9970 -3.0010
0.0000 0.0000 2 7 -1.0000 -3.0000
0.0000 0.0000 2 8 -1.0000 -3.0000
0.0000 0.0000 2 9 -1.0000 -3.0000
0.0000 0.0000 2 10 -1.0000 -3.0000
0.0000 0.0000 2 11 -1.0000 -3.0000
0.0000 0.0000 2 12 -1.0000 -3.0000
0.0000 0.0000 2 13 -1.0000 -3.0000
0.0000 0.0000 2 14 -1.0000 -3.0000
0.0000 0.0000 2 15 -1.0000 -3.0000
0.0000 0.0000 2 16 -1.0000 -3.0000
0.0000 0.0000 2 17 -1.0000 -3.0000
0.0000 0.0000 2 18 -1.0000 -3.0000
0.0000 0.0000 2 19 -1.0000 -3.0000
0.0000 0.0000 2 20 -1.0000 -3.0000

0.0000 0.0000 1 1 0.0000 0.0000
0.0000 0.0000 1 2 4.0000 0.0000
0.0000 0.0000 1 3 4.0000 0.0000
0.0000 0.0000 1 4 4.0000 0.0000
0.0000 0.0000 1 5 4.0000 0.0000
0.0000 0.0000 1 6 4.0000 0.0000
0.0000 0.0000 1 7 4.0000 0.0000
0.0000 0.0000 1 8 4.0000 0.0000
0.0000 0.0000 1 9 4.0000 0.0000
0.0000 0.0000 1 10 4.0000 0.0000
0.0000 0.0000 1 11 4.0000 0.0000
0.0000 0.0000 1 12 4.0000 0.0000
0.0000 0.0000 1 13 4.0000 0.0000
0.0000 0.0000 1 14 4.0000 0.0000
0.0000 0.0000 1 15 4.0000 0.0000
0.0000 0.0000 1 16 4.0000 0.0000
0.0000 0.0000 1 17 4.0000 0.0000
0.0000 0.0000 1 18 4.0000 0.0000
0.0000 0.0000 1 19 4.0000 0.0000
0.0000 0.0000 1 20 4.0000 0.0000

