0 0.025504 0.461459
2 0.175512 -0.196078
4 0.324951 0.774692
6 0.473280 -0.156178
8 0.619961 1.425221
10 0.764468 1.094799
12 0.906282 1.170831
14 1.044896 0.515281
16 1.179819 1.198226
18 1.310576 0.437175
20 1.436713 0.906930
22 1.557795 2.259830
24 1.673411 1.991115
26 1.783176 0.914446
28 1.886730 1.051563
30 1.983742 1.647880
32 2.073912 2.167051
34 2.156969 2.282144
36 2.232676 2.503710
38 2.300829 1.815652
40 2.361256 2.849586
42 2.413821 1.927084
44 2.458425 2.054104
46 2.495001 1.810968
48 2.523520 3.428961
50 2.543988 1.488285
52 2.556444 3.148966
54 2.560966 2.162431
56 2.557663 1.873502
58 2.546678 2.360197
60 2.528187 3.387225
62 2.502399 3.283406
64 2.469550 2.943956
66 2.429908 2.774366
68 2.383766 1.574121
70 2.331446 2.652955
72 2.273291 1.992856
74 2.209667 2.712166
76 2.140961 2.983140
78 2.067577 2.858387
80 1.989937 2.674274
82 1.908473 1.278350
84 1.823634 2.376031
86 1.735872 1.799358
88 1.645652 1.209951
90 1.553438 2.335335
92 1.459701 2.253305
94 1.364908 2.089437
96 1.269525 1.244591
98 1.174013 1.307340
100 1.078827 0.387348
102 0.984410 0.517242
104 0.891196 1.607275
106 0.799603 0.773136
108 0.710036 0.627801
110 0.622879 1.312795
112 0.538501 0.523954
114 0.457245 0.034187
116 0.379436 -0.263686
118 0.305373 0.670824
120 0.235328 0.688435
122 0.169549 -0.553565
124 0.108255 0.313854
126 0.051638 0.036319
128 -0.000140 0.676267
130 -0.046947 0.401845
132 -0.088679 -0.731983
134 -0.125264 -0.681211
136 -0.156659 -0.159795
138 -0.182852 -0.940976
140 -0.203860 -0.928621
142 -0.219730 -0.500814
144 -0.230537 -0.583754
146 -0.236383 0.623591
148 -0.237400 0.574653
150 -0.233743 0.004324
152 -0.225593 0.440632
154 -0.213154 0.414276
156 -0.196654 -0.214803
158 -0.176338 -0.518234
160 -0.152473 -0.377256
162 -0.125342 0.177239
164 -0.095243 0.105764
166 -0.062488 -0.563133
168 -0.027401 -0.745106
170 0.009687 -0.867093
172 0.048435 -0.759428
174 0.088497 0.357690
176 0.129525 -0.170123
178 0.171168 -0.280707
180 0.213078 -0.154071
182 0.254907 -0.594146
184 0.296316 0.118277
186 0.336969 1.172019
188 0.376541 0.508606
190 0.414718 -0.090453
192 0.451198 0.731707
194 0.485692 0.971510
196 0.517929 0.454435
198 0.547654 -0.176606
200 0.574632 1.301602
202 0.598647 0.810741
204 0.619504 0.615732
206 0.637032 0.013727
208 0.651083 0.727597
210 0.661530 0.475887
212 0.668274 1.290855
214 0.671239 0.423645
216 0.670376 0.123766
218 0.665660 0.283708
220 0.657092 1.083296
222 0.644699 0.891127
224 0.628531 1.569145
226 0.608665 0.258046
228 0.585202 1.355346
230 0.558264 -0.192284
232 0.527997 0.329301
234 0.494568 -0.512326
236 0.458166 1.009706
238 0.418996 0.955550
240 0.377283 -0.044667
242 0.333267 -0.443694
244 0.287204 1.015071
246 0.239362 0.681337
248 0.190020 -0.708464
250 0.139467 0.044146
252 0.088001 1.070715
254 0.035923 0.464856
256 -0.016459 -0.578234
258 -0.068837 -0.101250
260 -0.120903 0.632581
262 -0.172350 -0.958096
264 -0.222875 -0.994093
266 -0.272182 -0.473534
268 -0.319982 -0.680475
270 -0.365994 -0.012730
272 -0.409951 0.250213
274 -0.451597 -1.143373
276 -0.490692 -1.340126
278 -0.527011 -1.370013
280 -0.560348 -0.592294
282 -0.590515 0.026169
284 -0.617344 -0.176072
286 -0.640689 -0.696440
288 -0.660428 -1.361234
290 -0.676459 -0.434545
292 -0.688707 -0.467306
294 -0.697119 -0.571883
296 -0.701670 -0.445021
298 -0.702357 -0.911035
300 -0.699205 -1.022406
302 -0.692264 0.153959
304 -0.681609 -0.659307
306 -0.667340 -1.258400
308 -0.649581 -0.360845
310 -0.628481 -0.507916
312 -0.604211 -0.297679
314 -0.576965 -0.316457
316 -0.546959 -1.012269
318 -0.514428 0.211663
320 -0.479626 -1.274033
322 -0.442825 -1.180950
324 -0.404312 0.505990
326 -0.364388 -0.963731
328 -0.323368 -0.300155
330 -0.281577 -0.772575
332 -0.239349 0.470382
334 -0.197024 -0.561096
336 -0.154949 -0.388294
338 -0.113471 0.693280
340 -0.072942 -0.336373
342 -0.033708 0.642000
344 0.003884 0.365858
346 0.039495 -0.846400
348 0.072792 -0.373061
350 0.103454 0.696938
352 0.131167 0.417839
354 0.155635 0.860385
356 0.176575 -0.176735
358 0.193721 -0.336002
360 0.206825 -0.370936
362 0.215664 0.464751
364 0.220031 -0.538218
366 0.219746 0.589410
368 0.214653 0.797892
370 0.204623 0.660623
372 0.189552 -0.394198
374 0.169365 -0.014131
376 0.144016 -0.211838
378 0.113486 -0.006841
380 0.077790 -0.449610
382 0.036969 -0.181844
384 -0.008905 0.065692
386 -0.059729 -0.742029
388 -0.115370 0.003159
390 -0.175666 -1.139160
392 -0.240428 -0.472905
394 -0.309434 -0.538133
396 -0.382440 -0.764656
398 -0.459172 0.022735
400 -0.539331 -1.011109
402 -0.622596 -0.315593
404 -0.708621 -0.595844
406 -0.797041 0.050844
408 -0.887470 -0.506145
410 -0.979507 -0.349849
412 -1.072733 -0.666138
414 -1.166715 -1.531039
416 -1.261011 -0.956525
418 -1.355168 -2.329470
420 -1.448726 -1.368100
422 -1.541221 -0.837651
424 -1.632185 -1.378480
426 -1.721152 -1.417889
428 -1.807655 -1.751688
430 -1.891234 -2.069835
432 -1.971436 -2.226131
434 -2.047816 -1.588107
436 -2.119941 -1.493244
438 -2.187393 -1.807994
440 -2.249768 -2.919441
442 -2.306682 -3.215598
444 -2.357769 -3.204714
446 -2.402688 -2.004772
448 -2.441121 -3.038981
450 -2.472774 -2.207628
452 -2.497383 -2.069349
454 -2.514712 -2.351541
456 -2.524555 -3.494849
458 -2.526737 -3.488054
460 -2.521116 -2.883706
462 -2.507586 -2.957988
464 -2.486071 -2.149499
466 -2.456532 -1.716356
468 -2.418966 -3.032497
470 -2.373403 -2.667617
472 -2.319912 -1.963370
474 -2.258593 -1.480078
476 -2.189585 -1.863987
478 -2.113060 -2.469262
480 -2.029223 -1.243641
482 -1.938314 -2.552149
484 -1.840604 -2.514733
486 -1.736394 -1.720044
488 -1.626018 -0.960951
490 -1.509835 -1.153754
492 -1.388232 -0.577596
494 -1.261621 -1.879665
496 -1.130437 -1.344301
498 -0.995135 -0.588616
500 -0.856192 -0.126722
502 -0.714099 -0.630492
504 -0.569363 -0.105473
506 -0.422502 0.425573
508 -0.274046 -0.827578
510 -0.124530 0.705978
512 0.025504 0.102886
514 0.175512 1.014014
516 0.324951 0.282629
518 0.473280 0.544533
520 0.619961 1.461650
522 0.764468 1.324577
524 0.906282 1.492848
526 1.044896 1.189744
528 1.179819 1.447746
530 1.310576 2.252488
532 1.436713 2.257639
534 1.557795 1.154145
536 1.673411 2.367484
538 1.783176 1.905279
540 1.886730 2.104554
542 1.983742 2.443325
544 2.073912 2.564513
546 2.156969 2.685541
548 2.232676 1.696166
550 2.300829 2.446854
552 2.361256 2.239179
554 2.413821 1.684235
556 2.458425 2.985800
558 2.495001 3.161637
560 2.523520 3.206278
562 2.543988 2.809957
564 2.556444 2.319149
566 2.560966 2.723434
568 2.557663 2.690898
570 2.546678 2.778406
572 2.528187 2.547064
574 2.502399 1.742229
576 2.469550 2.572257
578 2.429908 1.442142
580 2.383766 2.733656
582 2.331446 2.317684
584 2.273291 2.890411
586 2.209667 2.193717
588 2.140961 1.322334
590 2.067577 2.005462
592 1.989937 1.971138
594 1.908473 0.968253
596 1.823634 2.417420
598 1.735872 1.472591
600 1.645652 1.890686
602 1.553438 1.429715
604 1.459701 0.721984
606 1.364908 1.167635
608 1.269525 0.742368
610 1.174013 0.968474
612 1.078827 0.096748
614 0.984410 1.404613
616 0.891196 1.025560
618 0.799603 1.414232
620 0.710036 0.865841
622 0.622879 0.508396
624 0.538501 0.486722
626 0.457245 1.442410
628 0.379436 -0.507082
630 0.305373 -0.549012
632 0.235328 0.514867
634 0.169549 0.362878
636 0.108255 -0.447159
638 0.051638 -0.508948
640 -0.000140 0.260486
642 -0.046947 0.800366
644 -0.088679 0.387479
646 -0.125264 -0.199438
648 -0.156659 -0.279722
650 -0.182852 0.517679
652 -0.203860 0.700227
654 -0.219730 0.676122
656 -0.230537 0.564804
658 -0.236383 0.293828
660 -0.237400 -0.575178
662 -0.233743 -0.166382
664 -0.225593 -0.794751
666 -0.213154 -0.266877
668 -0.196654 0.692689
670 -0.176338 -0.255840
672 -0.152473 0.602725
674 -0.125342 0.794131
676 -0.095243 -0.744471
678 -0.062488 -0.164867
680 -0.027401 0.512882
682 0.009687 0.520712
684 0.048435 0.834438
686 0.088497 -0.421554
688 0.129525 0.625905
690 0.171168 1.069763
692 0.213078 -0.153151
694 0.254907 0.028314
696 0.296316 0.385191
698 0.336969 0.411926
700 0.376541 0.585799
702 0.414718 -0.239320
704 0.451198 0.370135
706 0.485692 0.168164
708 0.517929 0.787342
710 0.547654 1.341895
712 0.574632 -0.043088
714 0.598647 0.772494
716 0.619504 1.311170
718 0.637032 -0.182404
720 0.651083 0.359588
722 0.661530 0.021493
724 0.668274 0.924017
726 0.671239 0.820252
728 0.670376 0.988220
730 0.665660 0.824362
732 0.657092 -0.257703
734 0.644699 0.735562
736 0.628531 0.726691
738 0.608665 0.066812
740 0.585202 -0.401953
742 0.558264 0.223250
744 0.527997 -0.474128
746 0.494568 1.324242
748 0.458166 0.645996
750 0.418996 0.948149
752 0.377283 1.142371
754 0.333267 1.193515
756 0.287204 -0.369870
758 0.239362 0.135289
760 0.190020 0.168653
762 0.139467 0.736398
764 0.088001 0.375799
766 0.035923 0.980401
768 -0.016459 -0.689327
770 -0.068837 -0.463260
772 -0.120903 0.666628
774 -0.172350 -0.413879
776 -0.222875 0.605651
778 -0.272182 0.255950
780 -0.319982 -0.332390
782 -0.365994 -0.780996
784 -0.409951 0.525304
786 -0.451597 -1.162126
788 -0.490692 0.288216
790 -0.527011 -0.230468
792 -0.560348 -0.070392
794 -0.590515 0.313512
796 -0.617344 -1.192093
798 -0.640689 -1.016993
800 -0.660428 -1.265125
802 -0.676459 -1.207864
804 -0.688707 -0.372326
806 -0.697119 -1.279204
808 -0.701670 -1.381773
810 -0.702357 -1.179765
812 -0.699205 0.262872
814 -0.692264 -1.595755
816 -0.681609 -1.290827
818 -0.667340 -1.358062
820 -0.649581 -0.656607
822 -0.628481 -0.262320
824 -0.604211 0.294912
826 -0.576965 -1.307136
828 -0.546959 -0.251128
830 -0.514428 -1.306840
832 -0.479626 -0.626721
834 -0.442825 -0.385763
836 -0.404312 -0.468296
838 -0.364388 -0.716675
840 -0.323368 -0.775484
842 -0.281577 0.601225
844 -0.239349 -0.050828
846 -0.197024 -0.761335
848 -0.154949 -1.033248
850 -0.113471 -0.199588
852 -0.072942 0.602932
854 -0.033708 0.518948
856 0.003884 -0.239668
858 0.039495 1.076885
860 0.072792 -0.816666
862 0.103454 0.187520
864 0.131167 -0.432196
866 0.155635 0.511761
