0 0.109724 0.000000
2 0.702787 0.583392
4 1.259727 1.133344
6 1.750082 1.618865
8 2.148045 2.013670
10 2.434270 2.298051
12 2.597174 2.460235
14 2.633631 2.497100
16 2.549012 2.414214
18 2.356571 2.225192
20 2.076235 1.950439
22 1.732906 1.615374
24 1.354410 1.248303
26 0.969281 0.878117
28 0.604544 0.531999
30 0.283697 0.233335
32 0.025034 0.000000
34 -0.159548 -0.156846
36 -0.265166 -0.233368
38 -0.293974 -0.233023
40 -0.254582 -0.165911
42 -0.160954 -0.047565
44 -0.030879 0.102680
46 0.115826 0.263622
48 0.259235 0.414214
50 0.381169 0.535529
52 0.466825 0.612476
54 0.506045 0.635112
56 0.494115 0.599456
58 0.432022 0.507725
60 0.326165 0.367977
62 0.187547 0.193211
64 0.030540 0.000000
66 -0.128677 -0.193211
68 -0.273834 -0.367977
70 -0.390294 -0.507725
72 -0.466617 -0.599456
74 -0.495819 -0.635112
76 -0.476193 -0.612476
78 -0.411628 -0.535529
80 -0.311377 -0.414214
82 -0.189296 -0.263622
84 -0.062608 -0.102680
86 0.049692 0.047565
88 0.128655 0.165911
90 0.157257 0.233023
92 0.122174 0.233368
94 0.015274 0.156846
96 -0.165298 0.000000
98 -0.414562 -0.233335
100 -0.720727 -0.531999
102 -1.065815 -0.878117
104 -1.426846 -1.248303
106 -1.777498 -1.615374
108 -2.090102 -1.950439
110 -2.337829 -2.225192
112 -2.496870 -2.414214
114 -2.548444 -2.497100
116 -2.480452 -2.460235
118 -2.288643 -2.298051
120 -1.977180 -2.013670
122 -1.558560 -1.618865
124 -1.052883 -1.133344
126 -0.486519 -0.583392
128 0.109724 -0.000000
130 0.702787 0.583392
132 1.259727 1.133344
134 1.750082 1.618865
136 2.148045 2.013670
138 2.434270 2.298051
140 2.597174 2.460235
142 2.633631 2.497100
144 2.549012 2.414214
146 2.356571 2.225192
148 2.076235 1.950439
150 1.732906 1.615374
152 1.354410 1.248303
154 0.969281 0.878117
156 0.604544 0.531999
158 0.283697 0.233335
160 0.025034 0.000000
162 -0.159548 -0.156846
164 -0.265166 -0.233368
166 -0.293974 -0.233023
168 -0.254582 -0.165911
170 -0.160954 -0.047565
172 -0.030879 0.102680
174 0.115826 0.263622
176 0.259235 0.414214
178 0.381169 0.535529
180 0.466825 0.612476
182 0.506045 0.635112
184 0.494115 0.599456
186 0.432022 0.507725
188 0.326165 0.367977
190 0.187547 0.193211
192 0.030540 0.000000
194 -0.128677 -0.193211
196 -0.273834 -0.367977
198 -0.390294 -0.507725
200 -0.466617 -0.599456
202 -0.495819 -0.635112
204 -0.476193 -0.612476
206 -0.411628 -0.535529
208 -0.311377 -0.414214
210 -0.189296 -0.263622
212 -0.062608 -0.102680
214 0.049692 0.047565
216 0.128655 0.165911
218 0.157257 0.233023
220 0.122174 0.233368
222 0.015274 0.156846
224 -0.165298 0.000000
226 -0.414562 -0.233335
228 -0.720727 -0.531999
230 -1.065815 -0.878117
232 -1.426846 -1.248303
234 -1.777498 -1.615374
236 -2.090102 -1.950439
238 -2.337829 -2.225192
240 -2.496870 -2.414214
242 -2.548444 -2.497100
244 -2.480452 -2.460235
246 -2.288643 -2.298051
248 -1.977180 -2.013670
250 -1.558560 -1.618865
252 -1.052883 -1.133344
254 -0.486519 -0.583392
256 0.109724 -0.000000
258 0.702787 0.583392
260 1.259727 1.133344
262 1.750082 1.618865
264 2.148045 2.013670
266 2.434270 2.298051
268 2.597174 2.460235
270 2.633631 2.497100
272 2.549012 2.414214
274 2.356571 2.225192
276 2.076235 1.950439
278 1.732906 1.615374
280 1.354410 1.248303
282 0.969281 0.878117
284 0.604544 0.531999
286 0.283697 0.233335
288 0.025034 0.000000
290 -0.159548 -0.156846
292 -0.265166 -0.233368
294 -0.293974 -0.233023
296 -0.254582 -0.165911
298 -0.160954 -0.047565
300 -0.030879 0.102680
302 0.115826 0.263622
304 0.259235 0.414214
306 0.381169 0.535529
308 0.466825 0.612476
310 0.506045 0.635112
312 0.494115 0.599456
314 0.432022 0.507725
316 0.326165 0.367977
318 0.187547 0.193211
320 0.030540 0.000000
322 -0.128677 -0.193211
324 -0.273834 -0.367977
326 -0.390294 -0.507725
328 -0.466617 -0.599456
330 -0.495819 -0.635112
332 -0.476193 -0.612476
334 -0.411628 -0.535529
336 -0.311377 -0.414214
338 -0.189296 -0.263622
340 -0.062608 -0.102680
342 0.049692 0.047565
344 0.128655 0.165911
346 0.157257 0.233023
348 0.122174 0.233368
350 0.015274 0.156846
352 -0.165298 0.000000
354 -0.414562 -0.233335
356 -0.720727 -0.531999
358 -1.065815 -0.878117
360 -1.426846 -1.248303
362 -1.777498 -1.615374
364 -2.090102 -1.950439
366 -2.337829 -2.225192
368 -2.496870 -2.414214
370 -2.548444 -2.497100
372 -2.480452 -2.460235
374 -2.288643 -2.298051
376 -1.977180 -2.013670
378 -1.558560 -1.618865
380 -1.052883 -1.133344
382 -0.486519 -0.583392
384 0.109724 -0.000000
386 0.702787 0.583392
388 1.259727 1.133344
390 1.750082 1.618865
392 2.148045 2.013670
394 2.434270 2.298051
396 2.597174 2.460235
398 2.633631 2.497100
400 2.549012 2.414214
402 2.356571 2.225192
404 2.076235 1.950439
406 1.732906 1.615374
408 1.354410 1.248303
410 0.969281 0.878117
412 0.604544 0.531999
414 0.283697 0.233335
416 0.025034 -0.000000
418 -0.159548 -0.156846
420 -0.265166 -0.233368
422 -0.293974 -0.233023
424 -0.254582 -0.165911
426 -0.160954 -0.047565
428 -0.030879 0.102680
430 0.115826 0.263622
432 0.259235 0.414214
434 0.381169 0.535529
436 0.466825 0.612476
438 0.506045 0.635112
440 0.494115 0.599456
442 0.432022 0.507725
444 0.326165 0.367977
446 0.187547 0.193211
448 0.030540 -0.000000
450 -0.128677 -0.193211
452 -0.273834 -0.367977
454 -0.390294 -0.507725
456 -0.466617 -0.599456
458 -0.495819 -0.635112
460 -0.476193 -0.612476
462 -0.411628 -0.535529
464 -0.311377 -0.414214
466 -0.189296 -0.263622
468 -0.062608 -0.102680
470 0.049692 0.047565
472 0.128655 0.165911
474 0.157257 0.233023
476 0.122174 0.233368
478 0.015274 0.156846
480 -0.165298 0.000000
482 -0.414562 -0.233335
484 -0.720727 -0.531999
486 -1.065815 -0.878117
488 -1.426846 -1.248303
490 -1.777498 -1.615374
492 -2.090102 -1.950439
494 -2.337829 -2.225192
496 -2.496870 -2.414214
498 -2.548444 -2.497100
500 -2.480452 -2.460235
502 -2.288643 -2.298051
504 -1.977180 -2.013670
506 -1.558560 -1.618865
508 -1.052883 -1.133344
510 -0.486519 -0.583392
