0 11.706442 0.000000 11.706442
2 0.825990 -1.283853 1.526609
4 -10.484720 9.044106 13.846487
6 4.965449 -11.866402 12.863405
8 4.893589 -133.177365 133.267241
10 6.770868 13.118225 14.762536
12 0.793408 0.415988 0.895848
14 -1.550251 -7.596448 7.753018
16 8.976908 -143.208587 143.489666
18 -1.726563 -9.959242 10.107795
20 1.203335 12.292088 12.350848
22 -4.934808 -0.645649 4.976866
24 0.174230 -120.996133 120.996258
26 -5.953277 -7.355368 9.462713
28 8.880562 6.264790 10.867933
30 -0.612372 3.921010 3.968541
32 7.559389 1.982296 7.814977
34 12.048810 -3.557887 12.563136
36 -2.922838 -2.100728 3.599451
38 7.139710 -2.292995 7.498886
40 1.666933 6.825162 7.025774
42 0.729743 -13.884880 13.904043
44 -2.947608 -2.436852 3.824480
46 -2.218086 -6.466604 6.836438
48 6.561726 11.109837 12.902896
50 -12.208543 -5.582352 13.424275
52 -3.836102 -8.802253 9.601840
54 -3.235864 0.768523 3.325875
56 -1.775664 -2.966478 3.457308
58 3.017415 -7.162550 7.772188
60 -3.369184 -1.159525 3.563130
62 9.670087 -1.000919 9.721750
64 -0.807871 11.695113 11.722982
66 5.099814 1.266897 5.254820
68 5.533383 -4.609198 7.201600
70 -0.732986 -10.053648 10.080332
72 -10.230962 -1.129637 10.293137
74 10.364663 -2.238205 10.603575
76 1.018244 -8.809590 8.868241
78 -1.010762 -7.201112 7.271702
80 -4.224125 -0.367674 4.240097
82 -4.928684 9.979107 11.129892
84 7.472876 -7.405710 10.520856
86 9.594177 1.721895 9.747469
88 -3.240425 4.027257 5.169057
90 -0.762476 7.069489 7.110488
92 -0.571712 -3.496063 3.542501
94 0.471509 0.536396 0.714172
96 1.288575 9.326084 9.414684
98 3.414657 4.984912 6.042287
100 -1.880955 -2.345191 3.006312
102 -11.538328 8.941445 14.597344
104 3.722066 0.795525 3.806131
106 8.265170 1.357153 8.375853
108 -8.365683 8.045422 11.606613
110 -0.335242 -2.745456 2.765848
112 12.312664 2.048277 12.481872
114 -6.134020 6.041536 8.609666
116 4.990063 -7.261651 8.810919
118 -3.719153 2.038076 4.240973
120 -5.921972 7.968457 9.928045
122 -14.717750 7.866039 16.687922
124 4.411502 3.312166 5.516502
126 -1.009038 -4.242717 4.361056
128 -9.790913 5.962768 11.463707
130 0.415783 4.383889 4.403562
132 4.308240 2.769897 5.121842
134 8.199808 -8.595235 11.879180
136 10.985920 -8.363804 13.807377
138 -2.907413 8.956153 9.416248
140 5.074287 16.739659 17.491843
142 -1.352784 3.013371 3.303094
144 0.231343 1.770773 1.785821
146 3.034301 1.826268 3.541502
148 -4.297250 -5.899916 7.298998
150 1.715522 0.308679 1.743072
152 -1.255097 -0.411305 1.320773
154 8.952800 -4.206605 9.891822
156 6.057719 -8.422185 10.374448
158 -7.714063 7.520073 10.773034
160 8.451470 -6.103446 10.424941
162 -4.677870 6.726129 8.192880
164 0.853659 5.201379 5.270966
166 7.519838 -7.451546 10.586477
168 4.563332 -9.975905 10.970081
170 -4.780152 1.105559 4.906334
172 -3.694497 -2.771099 4.618257
174 -14.092235 11.231883 18.020719
176 1.119703 1.104921 1.573082
178 5.442311 -0.250562 5.448075
180 0.908925 2.188328 2.369583
182 -2.992592 -3.073681 4.289886
184 4.223600 -0.983354 4.336563
186 3.700892 -4.367068 5.724324
188 -12.319586 -0.181816 12.320928
190 0.857035 -12.684914 12.713833
192 -5.062917 3.356416 6.074426
194 -3.336915 2.513669 4.177743
196 -5.966174 -4.049202 7.210497
198 3.628561 -2.291599 4.291606
200 12.730747 -3.336772 13.160774
202 -7.557297 0.074588 7.557665
204 4.500552 3.642186 5.789688
206 5.595656 3.722377 6.720674
208 -11.913541 0.419925 11.920939
210 11.906237 5.621069 13.166430
212 -4.027964 4.954760 6.385463
214 -3.282370 -2.750549 4.282461
216 -0.182097 6.166958 6.169646
218 1.536248 1.964792 2.494086
220 19.084728 -5.311557 19.810085
222 10.993836 6.251790 12.647107
224 0.189467 8.745629 8.747681
226 -8.528893 -6.943800 10.998108
228 8.566873 3.146224 9.126337
230 -15.762443 -5.708326 16.764236
232 4.680561 -3.361070 5.762329
234 -5.128999 8.517599 9.942641
236 8.373708 12.676148 15.192225
238 4.153212 1.294599 4.350305
240 -1.468809 -1.554743 2.138837
242 -5.127912 -6.471372 8.256763
244 8.426749 -16.240437 18.296499
246 0.540994 10.110617 10.125080
248 -1.354873 -11.462509 11.542305
250 10.729184 -3.724725 11.357331
252 1.056408 -5.146469 5.253774
254 4.843217 -9.914702 11.034404
256 -8.544855 0.000000 8.544855
258 4.843217 9.914702 11.034404
260 1.056408 5.146469 5.253774
262 10.729184 3.724725 11.357331
264 -1.354873 11.462509 11.542305
266 0.540994 -10.110617 10.125080
268 8.426749 16.240437 18.296499
270 -5.127912 6.471372 8.256763
272 -1.468809 1.554743 2.138837
274 4.153212 -1.294599 4.350305
276 8.373708 -12.676148 15.192225
278 -5.128999 -8.517599 9.942641
280 4.680561 3.361070 5.762329
282 -15.762443 5.708326 16.764236
284 8.566873 -3.146224 9.126337
286 -8.528893 6.943800 10.998108
288 0.189467 -8.745629 8.747681
290 10.993836 -6.251790 12.647107
292 19.084728 5.311557 19.810085
294 1.536248 -1.964792 2.494086
296 -0.182097 -6.166958 6.169646
298 -3.282370 2.750549 4.282461
300 -4.027964 -4.954760 6.385463
302 11.906237 -5.621069 13.166430
304 -11.913541 -0.419925 11.920939
306 5.595656 -3.722377 6.720674
308 4.500552 -3.642186 5.789688
310 -7.557297 -0.074588 7.557665
312 12.730747 3.336772 13.160774
314 3.628561 2.291599 4.291606
316 -5.966174 4.049202 7.210497
318 -3.336915 -2.513669 4.177743
320 -5.062917 -3.356416 6.074426
322 0.857035 12.684914 12.713833
324 -12.319586 0.181816 12.320928
326 3.700892 4.367068 5.724324
328 4.223600 0.983354 4.336563
330 -2.992592 3.073681 4.289886
332 0.908925 -2.188328 2.369583
334 5.442311 0.250562 5.448075
336 1.119703 -1.104921 1.573082
338 -14.092235 -11.231883 18.020719
340 -3.694497 2.771099 4.618257
342 -4.780152 -1.105559 4.906334
344 4.563332 9.975905 10.970081
346 7.519838 7.451546 10.586477
348 0.853659 -5.201379 5.270966
350 -4.677870 -6.726129 8.192880
352 8.451470 6.103446 10.424941
354 -7.714063 -7.520073 10.773034
356 6.057719 8.422185 10.374448
