0 4690.744474
1 4696.798740
2 4709.083084
3 4702.347150
4 4712.595796
5 4706.294671
6 4713.481808
7 4708.701440
8 4713.672315
9 4710.192843
10 4713.655945
11 4711.145956
12 4713.582434
13 4711.772193
14 4713.501696
15 4712.192795
16 4713.429869
17 4712.480126
18 4713.370859
19 4712.679054
20 4713.324188
21 4712.818274
22 4713.288010
23 4712.916589
24 4713.260275
25 4712.986557
26 4713.239140
27 4713.036689
28 4713.223084
29 4713.072825
30 4713.210904
31 4713.099017
32 4713.201665
33 4713.118094
34 4713.194655
35 4713.132052
36 4713.189330
37 4713.142308
38 4713.185282
39 4713.149874
40 4713.182200
41 4713.155474
42 4713.179850
43 4713.159634
44 4713.178056
45 4713.162733
46 4713.176685
47 4713.165049
48 4713.175636
49 4713.166784
50 4713.174832
51 4713.168088
52 4713.174215
53 4713.169069
54 4713.173742
55 4713.169809
56 4713.173378
57 4713.170369
58 4713.173097
59 4713.170792
60 4713.172882
61 4713.171114
62 4713.172715
63 4713.171358
64 4713.172587
65 4713.171545
66 4713.172488
67 4713.171686
68 4713.172412
69 4713.171795
70 4713.172353
71 4713.171877
72 4713.172307
73 4713.171941
74 4713.172272
75 4713.171989
76 4713.172244
77 4713.172026
78 4713.172223
79 4713.172055
80 4713.172207
81 4713.172076
82 4713.172194
83 4713.172093
84 4713.172184
85 4713.172106
86 4713.172176
87 4713.172116
88 4713.172170
89 4713.172124
90 4713.172166
91 4713.172130
92 4713.172162
93 4713.172134
94 4713.172160
95 4713.172138
96 4713.172157
97 4713.172141
98 4713.172156
99 4713.172143
100 4713.172154
101 4713.172144
102 4713.172153
103 4713.172146
104 4713.172153
105 4713.172147
106 4713.172152
107 4713.172147
108 4713.172152
109 4713.172148
110 4713.172151
111 4713.172148
112 4713.172151
113 4713.172149
114 4713.172151
115 4713.172149
116 4713.172150
117 4713.172149
118 4713.172150
119 4713.172149
120 4713.172150
121 4713.172149
122 4713.172150
123 4713.172150
124 4713.172150
125 4713.172150
126 4713.172150
127 4713.172150
128 4713.172150
129 4713.172150
