-5.000000 0.038462 -5.000000 0.038462
-4.900000 0.039984 -4.900000 0.039984
-4.800000 0.041597 -4.800000 0.041596
-4.700000 0.043309 -4.700000 0.043308
-4.600000 0.045126 -4.600000 0.045126
-4.500000 0.047059 -4.500000 0.047059
-4.400000 0.049116 -4.400000 0.049115
-4.300000 0.051308 -4.300000 0.051306
-4.200000 0.053648 -4.200000 0.053645
-4.100000 0.056148 -4.100000 0.056146
-4.000000 0.058824 -4.000000 0.058823
-3.900000 0.061690 -3.900000 0.061690
-3.800000 0.064767 -3.800000 0.064764
-3.700000 0.068074 -3.700000 0.068070
-3.600000 0.071633 -3.600000 0.071632
-3.500000 0.075472 -3.500000 0.075472
-3.400000 0.079618 -3.400000 0.079617
-3.300000 0.084104 -3.300000 0.084095
-3.200000 0.088968 -3.200000 0.088952
-3.100000 0.094251 -3.100000 0.094236
-3.000000 0.100000 -3.000000 0.099993
-2.900000 0.106270 -2.900000 0.106270
-2.800000 0.113122 -2.800000 0.113120
-2.700000 0.120627 -2.700000 0.120624
-2.600000 0.128866 -2.600000 0.128870
-2.500000 0.137931 -2.500000 0.137945
-2.400000 0.147929 -2.400000 0.147939
-2.300000 0.158983 -2.300000 0.158945
-2.200000 0.171233 -2.200000 0.171130
-2.100000 0.184843 -2.100000 0.184705
-2.000000 0.200000 -2.000000 0.199881
-1.900000 0.216920 -1.900000 0.216870
-1.800000 0.235849 -1.800000 0.235883
-1.700000 0.257069 -1.700000 0.257183
-1.600000 0.280899 -1.600000 0.281090
-1.500000 0.307692 -1.500000 0.307928
-1.400000 0.337838 -1.400000 0.338021
-1.300000 0.371747 -1.300000 0.371694
-1.200000 0.409836 -1.200000 0.409320
-1.100000 0.452489 -1.100000 0.451398
-1.000000 0.500000 -1.000000 0.498444
-0.900000 0.552486 -0.900000 0.550976
-0.800000 0.609756 -0.800000 0.609509
-0.700000 0.671141 -0.700000 0.674008
-0.600000 0.735294 -0.600000 0.741388
-0.500000 0.800000 -0.500000 0.807524
-0.400000 0.862069 -0.400000 0.868289
-0.300000 0.917431 -0.300000 0.919559
-0.200000 0.961538 -0.200000 0.957380
-0.100000 0.990099 -0.100000 0.980093
-0.000000 1.000000 -0.000000 0.987664
0.100000 0.990099 0.100000 0.980093
0.200000 0.961538 0.200000 0.957380
0.300000 0.917431 0.300000 0.919559
0.400000 0.862069 0.400000 0.868289
0.500000 0.800000 0.500000 0.807524
0.600000 0.735294 0.600000 0.741388
0.700000 0.671141 0.700000 0.674008
0.800000 0.609756 0.800000 0.609509
0.900000 0.552486 0.900000 0.550976
1.000000 0.500000 1.000000 0.498444
1.100000 0.452489 1.100000 0.451398
1.200000 0.409836 1.200000 0.409320
1.300000 0.371747 1.300000 0.371694
1.400000 0.337838 1.400000 0.338021
1.500000 0.307692 1.500000 0.307928
1.600000 0.280899 1.600000 0.281090
1.700000 0.257069 1.700000 0.257183
1.800000 0.235849 1.800000 0.235883
1.900000 0.216920 1.900000 0.216870
2.000000 0.200000 2.000000 0.199881
2.100000 0.184843 2.100000 0.184705
2.200000 0.171233 2.200000 0.171130
2.300000 0.158983 2.300000 0.158945
2.400000 0.147929 2.400000 0.147939
2.500000 0.137931 2.500000 0.137945
2.600000 0.128866 2.600000 0.128870
2.700000 0.120627 2.700000 0.120624
2.800000 0.113122 2.800000 0.113120
2.900000 0.106270 2.900000 0.106270
3.000000 0.100000 3.000000 0.099993
3.100000 0.094251 3.100000 0.094236
3.200000 0.088968 3.200000 0.088952
3.300000 0.084104 3.300000 0.084095
3.400000 0.079618 3.400000 0.079617
3.500000 0.075472 3.500000 0.075472
3.600000 0.071633 3.600000 0.071632
3.700000 0.068074 3.700000 0.068070
3.800000 0.064767 3.800000 0.064764
3.900000 0.061690 3.900000 0.061690
4.000000 0.058824 4.000000 0.058823
4.100000 0.056148 4.100000 0.056146
4.200000 0.053648 4.200000 0.053645
4.300000 0.051308 4.300000 0.051306
4.400000 0.049116 4.400000 0.049115
4.500000 0.047059 4.500000 0.047059
4.600000 0.045126 4.600000 0.045126
4.700000 0.043309 4.700000 0.043308
4.800000 0.041597 4.800000 0.041596
4.900000 0.039984 4.900000 0.039984
5.000000 0.038462 5.000000 0.038462
